Primary_Language,Secondary_Language,Lang_3,Lang_4,Lang_5,Lang_6,framework,Best_fit_Job
Python,,,,C/C++,HTML/CSS,None,Cybersecurity Analyst
C#,Kotlin,,Python,,C/C++,None,Mobile App Developer (Android)
JavaScript,Swift,,,,SQL,None,Mobile App Developer (iOS)
C#,Python,JavaScript,HTML/CSS,,,None,Game Developer
JavaScript,C/C++,,PHP,Swift,,None,Mobile App Developer (iOS)
JavaScript,Java,Swift,,Kotlin,HTML/CSS,None,Mobile App Developer (iOS)
C#,HTML/CSS,Swift,JavaScript,,,React,Mobile App Developer (iOS)
C/C++,JavaScript,,Swift,SQL,Java,None,Mobile App Developer (iOS)
JavaScript,Java,,,Kotlin,Swift,None,Mobile App Developer (iOS)
C/C++,PHP,,,Java,Python,None,Game Developer
C/C++,SQL,C#,PHP,,,None,Database Administrator
JavaScript,SQL,,C/C++,,,None,Database Administrator
C#,C/C++,,PHP,HTML/CSS,,None,Game Developer
Python,C/C++,,HTML/CSS,,C#,None,Cybersecurity Analyst
C/C++,Kotlin,,PHP,,,None,Mobile App Developer (Android)
C#,Python,PHP,,Kotlin,,None,Mobile App Developer (Android)
C/C++,Swift,,JavaScript,PHP,,None,Mobile App Developer (iOS)
C/C++,JavaScript,,,HTML/CSS,SQL,None,Database Administrator
C/C++,Swift,SQL,,,Python,None,Mobile App Developer (iOS)
C/C++,PHP,,Kotlin,,,None,Mobile App Developer (Android)
C#,Python,Swift,,Kotlin,Java,React,Mobile App Developer (iOS)
C/C++,PHP,HTML/CSS,,,Kotlin,None,Mobile App Developer (Android)
JavaScript,Python,,C/C++,Kotlin,Swift,None,Mobile App Developer (iOS)
C#,Python,,Kotlin,,HTML/CSS,None,Mobile App Developer (Android)
Java,JavaScript,,PHP,,Swift,None,Mobile App Developer (iOS)
Python,,,,,,None,Cybersecurity Analyst
Java,PHP,,,,,React,Mobile App Developer (Android)
C#,Java,JavaScript,C/C++,,,None,Game Developer
JavaScript,Kotlin,,Swift,,,None,Mobile App Developer (iOS)
JavaScript,SQL,,Kotlin,Java,Python,None,Mobile App Developer (Android)
C#,,,Kotlin,PHP,,None,Mobile App Developer (Android)
C#,C/C++,HTML/CSS,,,,None,Game Developer
Python,C#,,SQL,,Swift,React,Mobile App Developer (iOS)
JavaScript,C/C++,,,,,None,Front-End Developer
C/C++,SQL,,,,,None,Database Administrator
Python,Kotlin,,Swift,,HTML/CSS,React,Mobile App Developer (iOS)
Python,,,,,HTML/CSS,None,Cybersecurity Analyst
C/C++,Swift,HTML/CSS,JavaScript,,Python,React,Mobile App Developer (iOS)
JavaScript,Java,,,PHP,,React,Front-End Developer
C/C++,Java,SQL,Swift,,,None,Mobile App Developer (iOS)
Java,Swift,,C/C++,,,None,Mobile App Developer (iOS)
C#,Python,,Kotlin,,,None,Mobile App Developer (Android)
C#,HTML/CSS,,Python,,,None,Game Developer
Java,C/C++,,,,,None,Mobile App Developer (Android)
C/C++,PHP,,,,,None,Game Developer
C#,HTML/CSS,Kotlin,,,,React,Mobile App Developer (Android)
Python,Kotlin,HTML/CSS,JavaScript,Java,,React,Mobile App Developer (Android)
Java,C/C++,Python,,,,React,Mobile App Developer (Android)
JavaScript,C/C++,,PHP,,,React,Front-End Developer
C#,SQL,,,Kotlin,,None,Mobile App Developer (Android)
C#,Java,HTML/CSS,,Swift,Python,None,Mobile App Developer (iOS)
Java,JavaScript,,C#,,,None,Mobile App Developer (Android)
C/C++,HTML/CSS,,,,Java,None,Game Developer
JavaScript,Python,,HTML/CSS,,Kotlin,None,Mobile App Developer (Android)
C/C++,Kotlin,SQL,,,,None,Mobile App Developer (Android)
Python,Kotlin,C#,,,,React,Mobile App Developer (Android)
JavaScript,Python,,C#,,,React,Front-End Developer
Java,Swift,C/C++,,C#,JavaScript,None,Mobile App Developer (iOS)
Java,JavaScript,HTML/CSS,,,,None,Mobile App Developer (Android)
JavaScript,C#,,,,,None,Front-End Developer
Python,HTML/CSS,,C/C++,Java,,None,Cybersecurity Analyst
C#,JavaScript,,Java,,,None,Game Developer
C/C++,Java,,SQL,,JavaScript,None,Database Administrator
Java,C#,Python,,,Swift,React,Mobile App Developer (iOS)
C#,PHP,Java,,SQL,HTML/CSS,None,Database Administrator
C#,Python,Kotlin,Swift,JavaScript,,None,Mobile App Developer (iOS)
Python,Kotlin,,Java,C#,,None,Mobile App Developer (Android)
Python,SQL,,,Java,,None,Database Administrator
C/C++,JavaScript,Swift,C#,,,React,Mobile App Developer (iOS)
Python,JavaScript,HTML/CSS,PHP,,,None,Cybersecurity Analyst
JavaScript,PHP,,,Java,,None,Front-End Developer
JavaScript,C#,Kotlin,Swift,,Java,None,Mobile App Developer (iOS)
Java,Swift,,,,,React,Mobile App Developer (iOS)
JavaScript,SQL,,,,,None,Database Administrator
C/C++,JavaScript,C#,,,,None,Game Developer
Python,JavaScript,,,,Swift,None,Mobile App Developer (iOS)
Python,SQL,Java,JavaScript,,,None,Database Administrator
Java,PHP,,,,C/C++,None,Mobile App Developer (Android)
C/C++,JavaScript,,Python,Java,,None,Game Developer
C/C++,JavaScript,Java,SQL,,,None,Database Administrator
Java,JavaScript,,,Python,SQL,None,Mobile App Developer (Android)
Java,JavaScript,,,,,React,Mobile App Developer (Android)
C/C++,Kotlin,,,,,None,Mobile App Developer (Android)
JavaScript,PHP,,,,Kotlin,None,Mobile App Developer (Android)
C/C++,Java,,,,,None,Game Developer
JavaScript,Kotlin,,,,HTML/CSS,React,Mobile App Developer (Android)
JavaScript,SQL,Kotlin,,Python,,None,Mobile App Developer (Android)
C/C++,Python,,,,,None,Game Developer
JavaScript,C/C++,SQL,,Python,,None,Database Administrator
Java,Kotlin,,Swift,,,None,Mobile App Developer (iOS)
JavaScript,Python,Java,C#,,Swift,None,Mobile App Developer (iOS)
Java,C/C++,,,HTML/CSS,,React,Mobile App Developer (Android)
JavaScript,C/C++,,,,,React,Front-End Developer
JavaScript,,,HTML/CSS,Kotlin,Java,None,Mobile App Developer (Android)
Python,Java,,,,C/C++,None,Cybersecurity Analyst
C/C++,C#,Swift,,,,React,Mobile App Developer (iOS)
JavaScript,,,,SQL,,None,Database Administrator
Java,PHP,HTML/CSS,,JavaScript,,None,Mobile App Developer (Android)
JavaScript,,SQL,Kotlin,,,None,Mobile App Developer (Android)
C#,Java,,,JavaScript,Swift,None,Mobile App Developer (iOS)
Java,HTML/CSS,SQL,,,,None,Mobile App Developer (Android)
JavaScript,Kotlin,,,,,React,Mobile App Developer (Android)
C#,Java,,SQL,HTML/CSS,Python,None,Database Administrator
C/C++,Java,,SQL,,HTML/CSS,None,Database Administrator
C#,Swift,,,,C/C++,None,Mobile App Developer (iOS)
C/C++,SQL,,HTML/CSS,,Java,None,Database Administrator
Java,,SQL,Kotlin,C/C++,,React,Mobile App Developer (Android)
C#,Python,C/C++,SQL,,,None,Database Administrator
JavaScript,SQL,,,,,None,Database Administrator
Python,PHP,SQL,Swift,,C#,None,Mobile App Developer (iOS)
Python,Java,,C#,PHP,JavaScript,None,Cybersecurity Analyst
JavaScript,Swift,C/C++,Python,,,None,Mobile App Developer (iOS)
JavaScript,C/C++,PHP,SQL,C#,,None,Database Administrator
JavaScript,C#,,,HTML/CSS,,None,Front-End Developer
C/C++,,,,,,None,Game Developer
C#,C/C++,SQL,,Kotlin,,None,Mobile App Developer (Android)
Java,HTML/CSS,,,Python,,None,Mobile App Developer (Android)
C/C++,SQL,,,Python,,None,Database Administrator
C/C++,Kotlin,,C#,PHP,,None,Mobile App Developer (Android)
C/C++,JavaScript,,C#,,,None,Game Developer
JavaScript,HTML/CSS,Kotlin,PHP,Java,Python,React,Mobile App Developer (Android)
JavaScript,PHP,,,,Java,React,Front-End Developer
C/C++,HTML/CSS,Swift,,C#,,None,Mobile App Developer (iOS)
C#,JavaScript,,,,C/C++,None,Game Developer
C#,JavaScript,,,,PHP,None,Game Developer
JavaScript,Kotlin,,C/C++,,,None,Mobile App Developer (Android)
JavaScript,Swift,,,,,None,Mobile App Developer (iOS)
C#,C/C++,Swift,,PHP,,None,Mobile App Developer (iOS)
JavaScript,SQL,HTML/CSS,PHP,Java,C/C++,None,Database Administrator
JavaScript,C#,,,,Kotlin,None,Mobile App Developer (Android)
Python,Swift,,C/C++,,SQL,React,Mobile App Developer (iOS)
C/C++,SQL,,PHP,,,None,Database Administrator
Java,,C/C++,JavaScript,C#,SQL,React,Mobile App Developer (Android)
Python,Kotlin,,Java,,,None,Mobile App Developer (Android)
Python,Java,,,,,None,Cybersecurity Analyst
C/C++,SQL,,,Kotlin,JavaScript,None,Mobile App Developer (Android)
JavaScript,Java,PHP,,SQL,Kotlin,React,Mobile App Developer (Android)
C#,C/C++,,,,,None,Game Developer
JavaScript,SQL,Kotlin,,,PHP,React,Mobile App Developer (Android)
Python,Java,,,,,None,Cybersecurity Analyst
Java,Python,,Kotlin,,C/C++,None,Mobile App Developer (Android)
C#,Swift,PHP,,,,None,Mobile App Developer (iOS)
C/C++,HTML/CSS,,SQL,Swift,,None,Mobile App Developer (iOS)
C/C++,Java,PHP,,Kotlin,,None,Mobile App Developer (Android)
C/C++,Kotlin,,,PHP,,None,Mobile App Developer (Android)
Python,JavaScript,,,C#,Kotlin,React,Mobile App Developer (Android)
C#,PHP,HTML/CSS,,,C/C++,None,Game Developer
JavaScript,Python,,,C/C++,,React,Front-End Developer
Python,JavaScript,,HTML/CSS,Swift,,None,Mobile App Developer (iOS)
Java,Swift,,,,,None,Mobile App Developer (iOS)
C/C++,HTML/CSS,,Kotlin,,,None,Mobile App Developer (Android)
C/C++,Swift,,Kotlin,,,React,Mobile App Developer (iOS)
JavaScript,Java,,,Kotlin,,React,Mobile App Developer (Android)
Java,,JavaScript,,,,React,Mobile App Developer (Android)
Java,PHP,Python,,,,None,Mobile App Developer (Android)
Python,JavaScript,,,Java,HTML/CSS,None,Cybersecurity Analyst
C/C++,,HTML/CSS,SQL,C#,,None,Database Administrator
Java,SQL,C/C++,HTML/CSS,,,None,Mobile App Developer (Android)
C#,Python,Swift,,PHP,HTML/CSS,React,Mobile App Developer (iOS)
C/C++,SQL,,,,,None,Database Administrator
Python,C#,Kotlin,,C/C++,,React,Mobile App Developer (Android)
C/C++,SQL,,JavaScript,Kotlin,,None,Mobile App Developer (Android)
C#,Java,,,,,None,Game Developer
Python,,,,Swift,HTML/CSS,React,Mobile App Developer (iOS)
Java,C#,,,HTML/CSS,C/C++,React,Mobile App Developer (Android)
C#,PHP,C/C++,,,Java,None,Game Developer
Python,HTML/CSS,,,Java,,None,Cybersecurity Analyst
JavaScript,Swift,,,Python,HTML/CSS,React,Mobile App Developer (iOS)
Python,HTML/CSS,C#,C/C++,,Swift,None,Mobile App Developer (iOS)
Java,Kotlin,,,C#,C/C++,None,Mobile App Developer (Android)
JavaScript,Swift,,,,,None,Mobile App Developer (iOS)
C/C++,HTML/CSS,Kotlin,Python,,,None,Mobile App Developer (Android)
Java,,Swift,,PHP,,None,Mobile App Developer (iOS)
C#,Python,,JavaScript,PHP,,None,Game Developer
Python,C#,,PHP,,SQL,None,Database Administrator
Python,Swift,,HTML/CSS,C#,C/C++,None,Mobile App Developer (iOS)
Java,Swift,,,,PHP,React,Mobile App Developer (iOS)
Python,Swift,,Java,,,None,Mobile App Developer (iOS)
C#,Java,,,,HTML/CSS,None,Game Developer
Java,PHP,,,,SQL,React,Mobile App Developer (Android)
JavaScript,C#,Python,PHP,C/C++,,React,Front-End Developer
C/C++,Kotlin,,,C#,,React,Mobile App Developer (Android)
JavaScript,C#,,HTML/CSS,Swift,,None,Mobile App Developer (iOS)
Python,PHP,,C#,,SQL,None,Database Administrator
Python,,,Swift,SQL,JavaScript,React,Mobile App Developer (iOS)
JavaScript,C/C++,,,,SQL,None,Database Administrator
C#,Kotlin,Python,Swift,SQL,,React,Mobile App Developer (iOS)
Python,Swift,,Kotlin,C/C++,,None,Mobile App Developer (iOS)
JavaScript,C/C++,,,Java,,React,Front-End Developer
C/C++,,,,Python,JavaScript,None,Game Developer
JavaScript,,,SQL,Java,,None,Database Administrator
C/C++,PHP,,,,C#,None,Game Developer
C/C++,Python,,,,,None,Game Developer
Python,Swift,,,,,React,Mobile App Developer (iOS)
C/C++,Java,,,Python,,None,Game Developer
C/C++,Python,,,,,None,Game Developer
C#,C/C++,PHP,JavaScript,HTML/CSS,,None,Game Developer
JavaScript,HTML/CSS,,,,PHP,React,Front-End Developer
Python,,C/C++,,,Kotlin,None,Mobile App Developer (Android)
Python,SQL,,PHP,C#,,None,Database Administrator
JavaScript,Java,Swift,,,PHP,None,Mobile App Developer (iOS)
Python,Java,HTML/CSS,,,PHP,None,Cybersecurity Analyst
C#,JavaScript,,,,,None,Game Developer
C#,JavaScript,,,SQL,,None,Database Administrator
JavaScript,SQL,,Swift,PHP,,React,Mobile App Developer (iOS)
Python,JavaScript,,,,,None,Cybersecurity Analyst
C/C++,SQL,,,,C#,None,Database Administrator
C/C++,C#,,,,,None,Game Developer
Python,Swift,,PHP,,Kotlin,None,Mobile App Developer (iOS)
Python,Kotlin,,,,HTML/CSS,None,Mobile App Developer (Android)
Python,Swift,,,,,React,Mobile App Developer (iOS)
Java,C/C++,,,Swift,,None,Mobile App Developer (iOS)
Java,C/C++,,,SQL,,None,Mobile App Developer (Android)
Java,HTML/CSS,Swift,,,,None,Mobile App Developer (iOS)
Python,Swift,,HTML/CSS,,Kotlin,None,Mobile App Developer (iOS)
C#,Java,,,,,None,Game Developer
C/C++,Kotlin,,,Java,,None,Mobile App Developer (Android)
JavaScript,C/C++,Python,PHP,,,React,Front-End Developer
Python,C#,Kotlin,,C/C++,,React,Mobile App Developer (Android)
C/C++,Swift,PHP,,,,None,Mobile App Developer (iOS)
JavaScript,Python,,,PHP,,React,Front-End Developer
C/C++,C#,Java,JavaScript,,PHP,None,Game Developer
C#,JavaScript,,,,,None,Game Developer
C/C++,Kotlin,,,,,React,Mobile App Developer (Android)
C/C++,C#,,,,,None,Game Developer
C#,PHP,Java,,SQL,Kotlin,None,Mobile App Developer (Android)
C#,Java,,,PHP,JavaScript,None,Game Developer
C/C++,,,,,JavaScript,None,Game Developer
C#,PHP,,Kotlin,,,None,Mobile App Developer (Android)
JavaScript,C#,C/C++,SQL,HTML/CSS,,None,Database Administrator
Python,Swift,,PHP,,C#,React,Mobile App Developer (iOS)
Java,HTML/CSS,,,,,React,Mobile App Developer (Android)
C/C++,,,JavaScript,Python,Swift,None,Mobile App Developer (iOS)
Python,HTML/CSS,,,SQL,Java,None,Database Administrator
C/C++,PHP,,,JavaScript,,None,Game Developer
Python,C#,PHP,Kotlin,HTML/CSS,,None,Mobile App Developer (Android)
C/C++,SQL,HTML/CSS,,Python,Java,None,Database Administrator
Python,PHP,,Swift,,,None,Mobile App Developer (iOS)
Java,,,,,,None,Mobile App Developer (Android)
Java,C/C++,,SQL,,,None,Mobile App Developer (Android)
JavaScript,C/C++,,,,,React,Front-End Developer
Python,JavaScript,Kotlin,,,,React,Mobile App Developer (Android)
Java,JavaScript,,,Kotlin,,None,Mobile App Developer (Android)
C#,Python,,Kotlin,,,None,Mobile App Developer (Android)
Python,Kotlin,,JavaScript,,Swift,None,Mobile App Developer (iOS)
Java,PHP,,,,,React,Mobile App Developer (Android)
JavaScript,Kotlin,,Swift,,HTML/CSS,None,Mobile App Developer (iOS)
C#,Kotlin,,C/C++,Swift,,React,Mobile App Developer (iOS)
C/C++,HTML/CSS,Swift,,,,React,Mobile App Developer (iOS)
JavaScript,Swift,Python,SQL,,,None,Mobile App Developer (iOS)
Python,Kotlin,HTML/CSS,Swift,,JavaScript,None,Mobile App Developer (iOS)
C/C++,HTML/CSS,Python,,,,None,Game Developer
C/C++,JavaScript,,,,,None,Game Developer
C#,SQL,C/C++,Python,,PHP,None,Database Administrator
JavaScript,,,,,Python,React,Front-End Developer
Python,Java,,,,Swift,None,Mobile App Developer (iOS)
C#,C/C++,,Swift,HTML/CSS,,None,Mobile App Developer (iOS)
C#,Swift,,,Kotlin,,None,Mobile App Developer (iOS)
Java,Swift,C/C++,SQL,Kotlin,,None,Mobile App Developer (iOS)
JavaScript,Python,,,SQL,,None,Database Administrator
Java,Swift,,C#,,JavaScript,None,Mobile App Developer (iOS)
Python,Kotlin,PHP,SQL,,HTML/CSS,React,Mobile App Developer (Android)
Java,C/C++,SQL,PHP,C#,Swift,None,Mobile App Developer (iOS)
C/C++,Java,Python,,,,None,Game Developer
JavaScript,HTML/CSS,,SQL,,Python,None,Database Administrator
Java,HTML/CSS,SQL,,JavaScript,,None,Mobile App Developer (Android)
Java,Swift,Kotlin,,C/C++,C#,None,Mobile App Developer (iOS)
C#,Kotlin,PHP,,Java,HTML/CSS,React,Mobile App Developer (Android)
C#,Kotlin,,HTML/CSS,Swift,Python,None,Mobile App Developer (iOS)
C#,Java,Swift,,HTML/CSS,,None,Mobile App Developer (iOS)
JavaScript,Kotlin,Java,,,,None,Mobile App Developer (Android)
C/C++,PHP,Java,,HTML/CSS,Python,None,Game Developer
C/C++,HTML/CSS,,PHP,C#,,None,Game Developer
C#,JavaScript,,,,,None,Game Developer
C#,JavaScript,,PHP,,Java,None,Game Developer
C/C++,SQL,Java,,Kotlin,HTML/CSS,React,Mobile App Developer (Android)
Java,Swift,,HTML/CSS,,SQL,None,Mobile App Developer (iOS)
C#,SQL,Java,,C/C++,,None,Database Administrator
Java,,,,,,React,Mobile App Developer (Android)
Java,HTML/CSS,,JavaScript,SQL,,None,Mobile App Developer (Android)
Java,HTML/CSS,,,Python,Swift,None,Mobile App Developer (iOS)
C/C++,Swift,,Java,Kotlin,,None,Mobile App Developer (iOS)
C#,HTML/CSS,Python,,Java,,None,Game Developer
Java,SQL,,,,C/C++,None,Mobile App Developer (Android)
C/C++,SQL,,,Java,HTML/CSS,None,Database Administrator
C/C++,JavaScript,,,Swift,Java,None,Mobile App Developer (iOS)
C/C++,Kotlin,,HTML/CSS,,,None,Mobile App Developer (Android)
C/C++,Python,HTML/CSS,SQL,,,None,Database Administrator
C#,JavaScript,,,Python,C/C++,None,Game Developer
Java,HTML/CSS,,,,,None,Mobile App Developer (Android)
JavaScript,C/C++,,PHP,,,React,Front-End Developer
C/C++,Python,,,,,None,Game Developer
C#,SQL,Java,Kotlin,HTML/CSS,Swift,None,Mobile App Developer (iOS)
C/C++,Swift,,SQL,,,None,Mobile App Developer (iOS)
C/C++,Python,,,,PHP,None,Game Developer
Python,Swift,HTML/CSS,,,C#,None,Mobile App Developer (iOS)
JavaScript,,,Java,,C#,None,Front-End Developer
C#,,,,,,None,Game Developer
JavaScript,C#,Python,SQL,Kotlin,,React,Mobile App Developer (Android)
Java,SQL,,,JavaScript,HTML/CSS,None,Mobile App Developer (Android)
JavaScript,PHP,,Kotlin,,,None,Mobile App Developer (Android)
C/C++,Kotlin,C#,,Java,,None,Mobile App Developer (Android)
C#,Python,,C/C++,,SQL,None,Database Administrator
C#,HTML/CSS,,,,,None,Game Developer
C/C++,Java,,JavaScript,,,None,Game Developer
C#,C/C++,,,,Kotlin,None,Mobile App Developer (Android)
Java,Python,C/C++,,,PHP,None,Mobile App Developer (Android)
C#,Swift,,,,,None,Mobile App Developer (iOS)
Python,HTML/CSS,Java,,,,None,Cybersecurity Analyst
C/C++,Python,SQL,Java,,,None,Database Administrator
Java,Python,Kotlin,,C/C++,Swift,React,Mobile App Developer (iOS)
Java,,,,,,None,Mobile App Developer (Android)
JavaScript,Swift,,,C/C++,HTML/CSS,None,Mobile App Developer (iOS)
C/C++,Kotlin,JavaScript,,,,None,Mobile App Developer (Android)
Java,,,SQL,C/C++,JavaScript,None,Mobile App Developer (Android)
C#,Java,Python,,,,None,Game Developer
C#,Python,,Java,,,None,Game Developer
JavaScript,Java,PHP,Swift,,C/C++,React,Mobile App Developer (iOS)
C#,SQL,Python,,Swift,JavaScript,React,Mobile App Developer (iOS)
JavaScript,,Swift,,PHP,,None,Mobile App Developer (iOS)
Python,,,,HTML/CSS,Swift,None,Mobile App Developer (iOS)
JavaScript,Kotlin,,Python,Java,C#,React,Mobile App Developer (Android)
JavaScript,,,,Swift,HTML/CSS,None,Mobile App Developer (iOS)
C#,HTML/CSS,,Kotlin,Java,,None,Mobile App Developer (Android)
Python,JavaScript,,,,Java,None,Cybersecurity Analyst
Python,C#,Kotlin,HTML/CSS,PHP,,None,Mobile App Developer (Android)
Java,Python,,,,,None,Mobile App Developer (Android)
Java,Swift,,SQL,PHP,,None,Mobile App Developer (iOS)
JavaScript,SQL,Python,PHP,,,None,Database Administrator
JavaScript,PHP,,,,Java,None,Front-End Developer
C#,JavaScript,,,,,None,Game Developer
Python,C#,SQL,,,,None,Database Administrator
Python,C#,,HTML/CSS,,SQL,None,Database Administrator
C/C++,C#,Swift,Java,,SQL,None,Mobile App Developer (iOS)
C/C++,SQL,,,C#,Swift,None,Mobile App Developer (iOS)
C/C++,SQL,HTML/CSS,C#,,,None,Database Administrator
Python,Swift,,,,,None,Mobile App Developer (iOS)
C/C++,JavaScript,,Swift,,,None,Mobile App Developer (iOS)
C/C++,C#,,SQL,,,None,Database Administrator
C/C++,C#,,,,Swift,None,Mobile App Developer (iOS)
C/C++,HTML/CSS,Java,,,JavaScript,None,Game Developer
Python,C/C++,Java,JavaScript,Swift,,React,Mobile App Developer (iOS)
C/C++,Kotlin,,,,,React,Mobile App Developer (Android)
C#,,,JavaScript,,,None,Game Developer
C#,,,,,SQL,None,Database Administrator
C/C++,JavaScript,,,,,None,Game Developer
C/C++,JavaScript,PHP,,,,None,Game Developer
Python,JavaScript,,,SQL,Kotlin,None,Mobile App Developer (Android)
Python,SQL,Java,,,,None,Database Administrator
JavaScript,Java,,C#,HTML/CSS,Swift,None,Mobile App Developer (iOS)
JavaScript,PHP,,,,,React,Front-End Developer
JavaScript,SQL,Java,,,Kotlin,None,Mobile App Developer (Android)
C/C++,Java,Python,,HTML/CSS,,None,Game Developer
JavaScript,Swift,PHP,C#,,Kotlin,None,Mobile App Developer (iOS)
C#,PHP,Java,,,SQL,None,Database Administrator
C#,,,HTML/CSS,C/C++,,None,Game Developer
Python,SQL,,C#,,,None,Database Administrator
Python,C#,SQL,Kotlin,,,None,Mobile App Developer (Android)
JavaScript,Kotlin,Java,,,C/C++,None,Mobile App Developer (Android)
Java,,,,,,React,Mobile App Developer (Android)
C#,PHP,SQL,Kotlin,,,None,Mobile App Developer (Android)
Python,HTML/CSS,JavaScript,,Kotlin,,None,Mobile App Developer (Android)
C/C++,Swift,,,,JavaScript,React,Mobile App Developer (iOS)
Java,HTML/CSS,PHP,Swift,,,React,Mobile App Developer (iOS)
JavaScript,Java,,,HTML/CSS,,None,Front-End Developer
Java,SQL,Python,,JavaScript,Kotlin,React,Mobile App Developer (Android)
C#,Python,,Java,,,None,Game Developer
C/C++,Python,,Java,,,None,Game Developer
Python,C#,,,,C/C++,None,Cybersecurity Analyst
Java,Swift,C/C++,SQL,C#,Python,React,Mobile App Developer (iOS)
Java,,HTML/CSS,,,C#,None,Mobile App Developer (Android)
Python,C/C++,,JavaScript,PHP,,None,Cybersecurity Analyst
C#,,C/C++,,Kotlin,,None,Mobile App Developer (Android)
C/C++,Kotlin,Java,,C#,,React,Mobile App Developer (Android)
Python,SQL,Kotlin,C/C++,,,None,Mobile App Developer (Android)
JavaScript,SQL,,,,,None,Database Administrator
JavaScript,Kotlin,SQL,,,,React,Mobile App Developer (Android)
C/C++,PHP,,,,,None,Game Developer
JavaScript,C#,Swift,,,,React,Mobile App Developer (iOS)
JavaScript,PHP,,,,,None,Front-End Developer
JavaScript,C#,Python,PHP,Swift,,None,Mobile App Developer (iOS)
C#,HTML/CSS,,,,,None,Game Developer
JavaScript,Swift,Java,,,,React,Mobile App Developer (iOS)
C/C++,SQL,,PHP,,,None,Database Administrator
C#,Swift,C/C++,,Python,,None,Mobile App Developer (iOS)
C/C++,JavaScript,Python,HTML/CSS,Swift,,None,Mobile App Developer (iOS)
Java,C#,PHP,,,,React,Mobile App Developer (Android)
Python,,C#,,,,None,Cybersecurity Analyst
C#,Kotlin,PHP,Java,SQL,Swift,React,Mobile App Developer (iOS)
C/C++,Python,Java,,Kotlin,Swift,React,Mobile App Developer (iOS)
C#,C/C++,,,JavaScript,Swift,None,Mobile App Developer (iOS)
C#,Java,,Python,,,None,Game Developer
Java,Python,,HTML/CSS,C/C++,C#,React,Mobile App Developer (Android)
C#,HTML/CSS,,,Kotlin,,React,Mobile App Developer (Android)
Java,HTML/CSS,,SQL,,PHP,None,Mobile App Developer (Android)
Python,Kotlin,,,HTML/CSS,,None,Mobile App Developer (Android)
JavaScript,C/C++,C#,,HTML/CSS,,None,Front-End Developer
JavaScript,Java,Swift,SQL,C/C++,PHP,React,Mobile App Developer (iOS)
Python,JavaScript,,,Kotlin,,React,Mobile App Developer (Android)
Java,,,HTML/CSS,SQL,,None,Mobile App Developer (Android)
JavaScript,,,HTML/CSS,C#,Kotlin,React,Mobile App Developer (Android)
C#,HTML/CSS,,Python,,,None,Game Developer
Java,C/C++,Python,,,,React,Mobile App Developer (Android)
Java,Python,SQL,C#,,,React,Mobile App Developer (Android)
C#,PHP,JavaScript,Python,,,None,Game Developer
C#,Java,Python,,HTML/CSS,Kotlin,None,Mobile App Developer (Android)
JavaScript,HTML/CSS,,,PHP,,React,Front-End Developer
Python,HTML/CSS,Kotlin,,JavaScript,C/C++,React,Mobile App Developer (Android)
JavaScript,Kotlin,Python,,,,None,Mobile App Developer (Android)
Python,PHP,,,Swift,,None,Mobile App Developer (iOS)
Java,HTML/CSS,JavaScript,,,Python,None,Mobile App Developer (Android)
JavaScript,Python,Swift,C#,,PHP,None,Mobile App Developer (iOS)
Java,C/C++,HTML/CSS,,,,None,Mobile App Developer (Android)
Python,Swift,,,C/C++,,None,Mobile App Developer (iOS)
JavaScript,Swift,,,,,None,Mobile App Developer (iOS)
C/C++,Kotlin,,Swift,,,React,Mobile App Developer (iOS)
JavaScript,PHP,,Kotlin,,,React,Mobile App Developer (Android)
JavaScript,C/C++,,C#,,,React,Front-End Developer
Java,,JavaScript,PHP,,,None,Mobile App Developer (Android)
Java,JavaScript,,,,SQL,React,Mobile App Developer (Android)
Python,JavaScript,,,C/C++,,None,Cybersecurity Analyst
Python,JavaScript,,SQL,,C/C++,None,Database Administrator
Python,JavaScript,C#,Kotlin,Java,,None,Mobile App Developer (Android)
Java,,C#,,JavaScript,,None,Mobile App Developer (Android)
Python,Kotlin,SQL,HTML/CSS,,,None,Mobile App Developer (Android)
Python,C/C++,,Kotlin,,,None,Mobile App Developer (Android)
C#,JavaScript,,C/C++,,Swift,None,Mobile App Developer (iOS)
Python,JavaScript,,,Swift,,React,Mobile App Developer (iOS)
C#,C/C++,,,,Java,None,Game Developer
JavaScript,,,C/C++,,,React,Front-End Developer
JavaScript,,,,,,None,Front-End Developer
JavaScript,SQL,Java,,,Python,None,Database Administrator
C/C++,JavaScript,,,,Kotlin,None,Mobile App Developer (Android)
JavaScript,Java,,C/C++,Python,Swift,None,Mobile App Developer (iOS)
C#,Kotlin,,SQL,,HTML/CSS,None,Mobile App Developer (Android)
Java,Python,,C/C++,Kotlin,HTML/CSS,None,Mobile App Developer (Android)
JavaScript,Java,,Python,,,React,Front-End Developer
JavaScript,C/C++,PHP,C#,,Kotlin,React,Mobile App Developer (Android)
Java,Python,C/C++,,,SQL,None,Mobile App Developer (Android)
Java,C#,,,,,None,Mobile App Developer (Android)
C/C++,,SQL,PHP,,,None,Database Administrator
JavaScript,C/C++,Python,,,SQL,None,Database Administrator
JavaScript,Java,,,,C#,None,Front-End Developer
C/C++,C#,,,,,None,Game Developer
JavaScript,,Java,PHP,,SQL,None,Database Administrator
C#,SQL,,,Python,,None,Database Administrator
